County,Municipality,Municipality Type,Farm Count,Improved Land Acres,Unimproved Land Acres,Farm Cash Value,Implements and Machinery Value,Horses Count,Asses and Mules Count,Milch Cows Count,Working Oxen Count,Other Cattle Count,Sheep Count,Swine Count,Live Stock Value,Wheat Bushels,Rye Bushels,Indian Corn Bushels,Oats Bushels,Tobacco Pounds,Wool Pounds,Peas Beans Bushels,Irish Potatoes Bushels,Sweet Potatoes Bushels,Barley Bushels,Buckwheat Bushels,Orchard Products Value,Wine Gallons,Garden Produce Value,Butter Pounds,Cheese Pounds,Hay Tons,Clover Seed Bushels,Other Seeds Bushels,Hops Pounds,Hemp Tons,Flax Pounds,Flaxseed Pounds,Silk Cocoons Pounds,Maple Sugar Pounds,Molasses Gallons,Beeswax Honey Pounds,Homemade Manufactures Value,Animals Slaughtered Value
Northumberland,Shamokin,Township,200,15501,13218,407860,20691,448,0,581,2,326,1160,1610,42168,13268,16433,21071,16136,0,3117,6,13749,0,30,5825,198,0,107,46188,0,1996,178,20,57,0,1275,93,0,230,0,2670,1278,10905
Northumberland,Sunbury,Borough,13,934,336,63200,1375,35,0,31,0,13,18,98,3994,2830,529,3620,1425,0,0,0,2030,0,0,180,60,0,0,2028,0,183,4,1,2,0,0,0,0,0,0,0,0,1541
Northumberland,Turbot,Township,89,7859,1264,612340,23758,360,0,387,2,241,553,1237,40067,40544,4553,21221,14452,10770,2047,0,5554,22,0,639,686,0,507,38248,0,1796,312,22,11,0,161,13,0,0,0,201,297,6872
Northumberland,Upper Augusta,Township,93,7215,3065,264082,12229,276,0,320,0,265,662,889,34517,18390,5699,20009,11787,0,1672,0,6094,0,0,2152,695,0,0,29376,0,1046,223,47,9,0,399,35,0,0,0,1224,372,5614
Northumberland,Upper Mahoney,Township,112,9079,4502,233310,9170,275,0,357,0,279,869,881,22521,4892,10561,9428,9149,0,1750,0,14613,0,0,10469,397,0,0,17321,0,978,71,15,0,0,587,111,0,0,0,899,521,6036
Perry,Buffalo,Township,50,4200,3383,149510,3712,144,0,158,0,198,239,611,12057,7959,5447,10410,6877,0,614,0,3278,0,0,744,761,0,0,8675,0,544,58,14,0,0,0,0,0,0,0,0,369,3751
Perry,Carroll,Township,141,7481,7162,157275,8040,254,0,334,12,294,638,810,20208,8198,7898,5829,3527,0,1764,0,2394,13,0,1177,287,5,498,15110,0,803,24,62,81,15,211,19,0,0,0,190,539,4212
Perry,Centre,Township,61,5707,10870,198107,6900,216,6,251,0,281,609,734,18241,8504,4648,5944,10100,0,1637,5,2464,9,0,1067,618,0,171,22006,90,1084,87,35,17,0,163,28,0,0,0,172,568,4764
Perry,Greenwood,Township,114,8305,8363,358850,11056,367,0,392,6,472,722,1204,29819,21588,6007,19733,14372,0,1852,4,5187,0,0,730,1071,0,0,24653,0,1387,103,13,5,0,5,1,0,0,0,0,1026,7219
Perry,Jackson,Township,66,6591,5250,159130,7582,243,0,281,6,541,585,735,20316,9385,2966,4387,9109,0,1824,0,1286,1,0,361,459,0,0,15610,0,1138,163,27,0,0,343,45,0,393,0,0,787,3622
Perry,Juniata,Township,160,11895,8085,262025,12430,410,0,494,8,699,1332,1202,34867,16590,9805,16980,10294,0,2937,68,5735,27,0,4149,1976,0,0,33000,0,1592,209,55,55,0,322,66,2,0,0,0,291,2042
Perry,Landisburg,Borough,10,344,215,12745,1430,16,0,19,0,7,24,53,1696,1361,175,855,560,0,30,0,205,0,0,50,5,0,0,600,0,50,29,1,1,0,0,0,0,0,0,0,20,885
Perry,Liverpool,Township,82,6134,4535,252390,7395,253,0,274,0,331,575,980,22046,16860,6305,15550,11344,0,1442,0,5190,5,0,1472,1073,0,0,17768,0,939,174,42,5,0,98,20,0,0,0,0,865,6036
Perry,Madison,Township,100,10079,10245,314825,13508,361,0,469,2,617,795,1059,34699,19858,4671,7792,14727,0,2574,0,1772,8,0,658,419,0,0,25581,110,1863,346,48,10,0,216,35,0,200,0,299,1115,5945
Perry,Oliver,Township,73,4954,4028,189499,5145,198,0,220,0,269,476,861,16336,10186,4340,14315,7762,0,1187,0,4224,0,12,796,795,0,0,12773,0,863,132,0,0,0,0,2,0,0,0,0,713,5440
Perry,Penn,Township,50,3976,2932,140650,6351,167,0,200,0,159,209,554,13645,4633,4658,7640,5599,0,426,0,2568,9,0,486,913,0,29,18431,0,698,15,45,34,0,35,2,0,0,0,140,316,4381
Perry,Rye,Township,102,3734,3922,87704,4830,134,0,179,23,226,247,528,12532,4409,4662,6730,3404,0,576,30,2352,157,30,987,428,0,4,14685,25,495,32,17,40,0,100,8,0,0,0,139,332,2760
Perry,Saville,Township,143,10224,9019,241530,12078,371,0,443,16,579,1990,1107,29007,17702,9492,18705,13031,0,2206,92,3502,69,0,2501,1713,0,0,27651,75,1250,320,24,97,0,535,53,0,225,0,418,1326,5923
Perry,Spring,Township,106,7976,8185,270200,9430,299,2,408,4,401,1413,802,24865,14475,3899,8497,8990,0,1720,0,2464,39,0,473,331,0,470,16345,0,1297,140,28,58,0,369,31,0,0,0,270,297,5255
Perry,Toboyne,Township,62,5400,9333,101817,5129,196,0,246,0,377,389,450,15326,5578,3714,2636,4350,0,1314,0,1029,16,0,697,112,0,0,13189,137,827,57,7,0,0,244,48,0,700,0,279,371,2725
Perry,Tyrone,Township,85,7197,4447,135485,7497,256,0,332,2,327,429,814,18805,14387,4023,8326,10193,0,1324,4,1703,5,9,467,364,0,404,13789,0,1145,216,27,39,0,470,34,0,0,0,73,342,4644
Perry,Wheatfield,Township,48,3653,3095,93280,4826,144,0,160,10,159,256,395,10936,3218,3753,3994,4662,0,746,0,1570,2,0,369,467,0,27,15237,0,406,37,34,0,0,55,4,0,0,0,125,230,2806
Philadelphia,Aramingo,Borough,21,778,4,168500,5050,60,0,174,0,14,0,115,8760,1910,823,3859,807,0,0,0,8090,0,0,691,0,0,6700,36192,0,242,0,0,0,0,0,0,0,0,0,0,0,0
Philadelphia,Blockley,Township,101,5432,224,1251850,24952,350,2,1130,8,126,50,924,56350,9018,174,27192,11156,0,0,0,25142,0,0,128,625,0,13086,28209,0,2793,0,103,0,0,0,0,0,0,0,42,0,5588
Philadelphia,Bridesburg,Borough,10,386,20,41500,2000,24,0,60,0,18,2,88,4010,654,365,2190,60,0,0,0,4600,0,0,285,0,0,6050,12480,0,153,0,0,0,0,0,0,0,0,0,0,0,0
Philadelphia,Bristol,Township,113,4571,5911,1084000,27574,309,0,669,5,110,5,651,40510,10920,1184,24905,7766,0,8,500,36355,5,0,376,1642,41,16873,37062,0,2386,0,88,73,0,0,0,0,0,0,160,662,7722
Philadelphia,Byberry,Township,87,5323,593,555505,18000,277,10,405,2,95,141,475,31286,13662,533,29915,26420,0,471,4,11929,8,0,82,2835,97,270,37525,33,2492,405,55,0,0,0,0,0,0,0,70,0,7543
Philadelphia,Frankford,Borough,10,248,0,82500,2250,21,0,25,0,5,0,30,2615,705,0,1895,220,0,0,35,2320,0,0,30,50,5,650,520,0,165,0,0,0,0,0,0,0,0,0,0,0,350
Philadelphia,Germantown,Township,208,7088,612,1400110,25706,371,0,705,1,151,54,754,49564,9785,5286,131652,10036,3500,150,108,34863,110,200,591,2794,77,5671,82505,0,2066,8,63,0,0,0,0,0,0,0,14,0,5639
Philadelphia,Kingsessing,District,66,4485,122,679300,13325,236,0,1247,18,200,93,415,59305,3970,200,16065,2672,0,0,350,19555,0,0,178,340,0,0,10100,0,2205,0,0,0,0,0,0,0,0,0,600,0,17578
Philadelphia,Lower Dublin,Township,199,9861,966,1239100,43660,513,15,837,2,294,449,1039,68355,29420,1536,61370,24024,0,830,0,63180,0,506,2211,1565,0,3299,65500,0,4643,169,19,0,0,0,0,0,0,0,40,0,16998
Philadelphia,Moreland,Township,49,2862,330,249745,9307,139,4,221,2,62,21,209,14232,6647,241,14043,12003,0,12,0,3465,0,0,70,298,5,45,17843,0,982,83,13,0,0,0,0,0,0,0,3,150,4817
Philadelphia,Moyamensing,District,55,623,46,670500,7566,116,0,103,0,0,0,353,9799,827,0,250,20,0,0,0,7940,0,0,235,95,0,60436,0,0,39,0,0,0,0,0,0,0,0,0,0,0,2982
Philadelphia,North Penn,Township,103,3042,123,1446000,17695,267,1,762,6,14,7,664,39523,5497,2024,12540,3580,0,0,0,30630,0,0,508,0,0,43100,158696,0,1847,0,0,0,0,0,0,0,0,0,0,0,0
Philadelphia,Northern Liberties,Township,74,2482,182,1135400,10060,204,2,508,0,0,2,332,28274,4020,1120,8368,7980,0,0,0,26695,0,0,0,0,0,35375,105248,0,982,0,0,0,0,0,0,0,0,0,0,0,0
Philadelphia,Oxford,Township,124,5488,549,908850,24485,349,2,607,0,84,18,646,38478,14928,1122,35465,7450,0,45,0,52420,0,140,1143,235,21,10350,43855,0,2769,3,10,0,0,0,0,0,0,0,0,0,8133
Philadelphia,Passyunk,Township,151,4221,50,1288200,29845,416,0,887,1,3,57,1492,53413,4744,143,3635,560,0,0,2,36170,0,0,487,60,0,219180,0,0,1633,0,0,0,0,0,0,0,0,0,300,0,10352
Philadelphia,Penn,Township,175,396,80,2139700,2050,479,0,205,0,6,0,644,36748,196,60,1130,275,0,0,0,2910,0,0,0,20,0,3500,260,0,130,0,0,0,0,0,0,0,0,0,0,0,92691
Philadelphia,Roxborough,Township,112,2568,385,475700,9544,208,0,429,0,98,78,417,26660,2842,3587,15267,6954,0,0,0,11360,0,2,0,723,46,2382,31288,0,1224,0,0,0,0,0,0,0,0,0,0,0,7145
Pike,Delaware,Township,72,3869,5478,172800,6225,113,0,246,61,255,407,489,19295,600,8136,9355,3266,0,748,0,4836,0,0,8136,0,0,0,19855,0,627,0,0,0,0,230,12,0,0,0,772,0,4927
Pike,Dingman,Township,59,2738,3776,131250,4545,74,0,224,82,150,126,279,25264,110,5916,5577,2404,0,227,80,7255,0,0,5189,0,0,0,17740,0,565,0,0,0,0,0,0,0,0,0,0,0,2931
Pike,Green ,Township,33,1206,2373,52400,2370,18,0,108,62,169,281,155,8506,64,1488,1067,2235,0,1005,0,4355,0,0,1507,0,0,0,7636,0,516,0,0,0,0,0,0,0,0,0,100,0,1617
Pike,Lackawaxen,Township,48,2052,8999,132250,3692,57,0,153,82,150,0,178,13112,130,3860,3322,1055,0,0,0,10955,0,0,1914,0,0,0,11240,0,628,0,0,0,0,0,0,0,0,0,0,0,2552
Pike,Milford,Township,25,1085,6354,55600,1775,63,0,72,15,76,45,84,8049,60,2592,2235,790,0,90,0,2893,0,0,1208,0,0,0,5090,0,313,0,0,0,0,0,0,0,0,0,0,0,1271
Pike,Palmyra,Township,39,2120,7768,108600,4160,73,0,169,56,229,69,228,14588,188,4146,2312,2054,0,215,0,12150,0,0,2021,0,0,0,11530,870,979,0,0,0,0,0,0,0,0,0,0,0,3440
Pike,Westfall,Township,35,2705,6692,125800,3370,67,0,132,24,115,238,185,9495,617,5816,5760,1752,0,366,0,5183,0,0,3252,0,0,0,10640,0,341,0,0,0,0,0,0,0,0,0,0,125,2896
Potter,Allegany,Township,45,1717,38,51025,3366,39,0,128,80,156,657,117,9418,706,67,518,6860,0,1907,296,2856,0,47,1335,57,0,0,13430,2650,509,8,29,0,0,86,0,0,18675,0,1008,1540,1922
Potter,Bingham,Township,80,4004,50,93743,4556,111,0,302,124,367,1642,162,22030,2338,47,1728,9741,0,4280,686,4284,0,2,1897,152,0,0,15780,3000,1304,9,51,0,0,275,13,0,19470,0,2609,1170,3191
Potter,Clara,Township,15,331,22,9500,644,6,0,42,30,28,157,18,3086,30,0,418,1245,0,210,56,7445,0,10,84,10,0,0,4390,675,152,0,3,0,0,0,0,0,6670,0,0,67,433
Potter,Eulalia,Township,37,1443,39,52550,3403,46,0,117,56,109,461,103,9226,814,11,502,5153,0,1068,118,5181,0,0,1057,194,0,0,5900,1368,681,0,0,0,0,40,0,0,5525,0,0,341,1721
Potter,Genesee,Township,28,738,26,26428,1280,19,0,67,46,99,213,50,5097,253,0,712,1500,0,639,44,1385,0,0,331,58,0,0,6785,50,233,0,12,0,0,0,0,0,4750,0,190,394,746
Potter,Harrison,Township,90,3422,38,90124,6334,115,0,316,152,408,1175,201,23761,2500,130,2416,7827,0,3366,373,4332,0,254,2235,182,0,0,34171,3005,1313,4,56,0,0,595,40,0,15758,0,2823,2180,3779
Potter,Hebron,Township,35,1098,31,34040,2945,25,0,86,60,83,457,107,7006,516,33,711,5280,0,1087,94,1604,0,35,1159,46,0,0,9117,0,375,0,6,0,0,0,0,0,7400,0,1110,686,1482
Potter,Hector,Township,40,1281,32,35400,2315,36,0,102,62,128,394,87,8048,710,105,1247,3202,0,1173,181,2424,0,56,1313,33,0,0,9102,660,515,5,24,0,0,0,0,0,7382,0,278,202,1493
Potter,Homer,Township,17,465,27,15750,1031,9,0,48,37,99,184,60,5683,237,20,515,2298,0,462,95,1640,0,0,273,6,0,0,4505,0,262,0,16,0,0,0,0,0,2920,0,158,60,551
Potter,Jackson,Township,2,65,33,2300,156,3,0,9,2,5,26,5,702,0,0,80,56,0,142,0,448,0,0,20,0,0,0,650,0,25,0,0,0,0,0,0,0,0,0,109,0,130
Potter,Oswayo,Township,23,771,34,27605,1855,28,0,71,42,118,416,49,6452,311,0,938,3624,0,884,103,1418,0,20,383,60,0,0,7445,0,389,0,6,0,0,0,0,0,5040,0,256,604,1106
Potter,Pike,Township,17,724,43,29630,1537,18,0,40,28,40,88,50,4240,290,30,510,1347,0,265,22,765,0,0,461,87,0,0,4725,100,266,0,2,0,0,0,0,0,1507,0,782,0,1106
Potter,Pleasant Valley,Township,12,292,24,8200,499,6,0,37,18,41,94,14,1918,29,0,285,407,0,349,26,908,0,0,195,3,0,0,2625,0,155,0,9,0,0,0,0,0,1785,0,100,197,283
Potter,Portage,Township,6,163,27,6250,396,11,0,14,6,14,43,11,1784,0,0,430,401,0,110,5,465,0,0,3,3,0,0,1200,200,54,1,0,0,0,0,0,0,140,0,416,61,227
Potter,Roulette,Township,26,1059,41,30150,3365,24,0,94,76,137,306,55,7516,602,4,1403,2467,0,957,121,3852,0,0,3372,391,0,0,6635,196,469,0,17,0,0,82,3,0,5175,0,375,391,1133
Potter,Sharon,Township,37,1016,27,64220,3535,42,0,95,100,103,239,53,11790,30,10,1803,5132,0,610,99,2875,0,0,156,81,0,0,1610,700,423,0,7,0,0,0,0,0,1250,0,450,346,2211
Potter,Sweden,Township,33,1220,37,33850,2050,26,0,96,52,137,585,103,4052,917,120,364,7895,0,1392,110,3153,0,0,1408,26,0,0,7671,100,394,2,14,0,0,30,0,0,6953,0,340,152,1382
Potter,Ulysses,Township,100,3437,34,102311,5116,96,0,243,158,418,916,200,20162,2432,113,2011,14353,0,2981,263,7006,0,48,2569,60,0,0,21106,550,1035,10,97,0,0,410,12,0,30251,0,1430,1452,2949
Potter,West Branch,Township,5,110,22,4200,274,2,0,15,10,15,13,10,921,103,4,206,155,0,18,3,178,0,0,80,0,0,0,1295,100,51,0,1,0,0,0,0,0,400,0,0,0,177
Potter,Wharton,Township,15,321,21,10510,581,7,0,36,26,33,85,48,2710,70,160,1315,1050,0,174,16,710,0,0,430,18,0,0,3490,0,116,0,1,0,0,0,0,0,100,0,0,14,800
Schuylkill,Barry,Township,27,2056,2156,78700,4225,75,0,113,0,96,176,215,7885,1266,1795,2680,2690,0,452,0,2630,0,0,1943,0,0,0,5900,0,367,24,0,0,0,35,3,0,0,0,355,89,2085
Schuylkill,Blythe,Township,2,126,95,4700,500,5,0,8,0,2,4,18,625,0,295,60,60,0,18,0,130,0,0,45,0,0,20,250,0,19,2,0,0,0,0,0,0,0,0,0,0,185
Schuylkill,Branch,Township,16,870,0,65480,3680,59,55,51,2,43,43,135,5705,395,1850,1750,2045,0,309,0,3210,0,0,870,175,0,235,5075,0,234,8,7,0,0,105,8,0,0,0,190,60,1636
Schuylkill,Butler,Township,8,669,1273,26600,975,23,0,28,6,22,18,99,2705,108,1300,697,270,0,61,0,520,0,0,135,0,0,0,1425,0,88,0,0,0,0,0,0,0,0,0,0,0,580
Schuylkill,East Brunswick,Township,112,6911,3986,225421,13227,245,8,381,0,289,390,830,27811,4459,11938,12320,7448,0,981,0,8988,0,0,2068,2943,0,0,29560,0,1614,112,8,0,0,0,5,0,0,0,0,0,10588
Schuylkill,East Norwegian,Township,7,340,100,12300,585,15,4,21,0,11,3,58,2105,88,500,420,1420,0,0,0,2300,0,0,165,0,0,980,1775,0,55,0,5,3,0,0,0,0,0,0,480,25,425
Schuylkill,Lower Mahantango,Township,113,8151,8346,226834,15960,358,0,276,0,569,758,1326,35530,8105,12445,21310,13717,0,1580,0,13640,0,0,4572,2577,0,1253,19105,0,1534,95,65,0,0,748,85,0,0,0,1514,124,5562
Schuylkill,New Castle,Township,2,12,0,1200,150,3,0,2,0,0,0,4,500,0,0,0,0,0,0,50,0,0,0,0,0,0,40,160,0,22,0,0,0,0,0,0,0,0,0,0,0,12
Schuylkill,North Manheim,Township,65,4326,2613,217200,14105,171,2,283,0,143,160,622,17720,4574,6458,11245,8245,0,575,0,10866,0,0,2020,1115,0,766,21550,0,1369,44,37,0,0,126,12,0,0,0,220,43,6452
Schuylkill,Norwegian,Township,14,522,756,57650,1185,21,0,44,2,4,0,58,2425,235,848,895,1307,0,0,0,2290,0,0,136,60,40,50,2150,30,165,0,0,0,0,0,0,0,0,0,0,0,558
Schuylkill,Orwigsburg,Borough,10,589,404,43160,2270,39,0,36,0,28,0,53,4360,560,873,1637,1275,0,0,0,1580,0,0,130,190,0,0,1710,0,194,4,3,0,0,0,0,0,0,0,0,0,1040
Schuylkill,Pine Grove,Township,105,8632,12536,271450,16155,336,28,450,0,673,694,1170,38254,9595,6830,18530,4260,0,2412,0,14290,0,0,3241,2488,0,1901,29865,0,1857,80,58,0,0,0,0,0,0,0,255,53,10321
Schuylkill,Porter,Township,23,1388,2130,25740,2510,50,0,85,0,104,118,156,4595,1211,1520,2783,1866,0,247,0,1900,0,0,828,320,0,190,3775,0,167,3,1,0,0,120,11,0,0,0,0,118,1195
Schuylkill,Pottsville,Borough,14,522,756,57650,1185,21,0,44,2,4,0,58,2425,235,848,895,1307,0,0,0,2290,0,0,136,60,40,50,2150,30,165,0,0,0,0,0,0,0,0,0,0,0,558
Schuylkill,Rush,Township,19,1130,2204,47050,2735,42,0,71,10,84,107,134,4788,158,3180,1495,1261,0,397,0,1815,0,0,605,0,0,25,4950,0,211,1,0,7,0,30,3,0,0,0,0,14,1180
Schuylkill,Schuylkill,Township,19,1575,1618,67700,2860,54,0,73,2,43,57,95,5441,676,2630,3030,2440,0,255,0,2165,0,0,556,20,0,266,5767,0,280,26,1,12,0,10,1,0,0,0,38,51,1355
Schuylkill,South Manheim,Township,75,5108,4196,126250,12135,157,13,263,0,238,229,584,16045,2033,8525,9370,6475,0,462,0,7845,0,0,2815,900,0,890,11490,0,742,0,0,0,0,0,0,0,0,0,0,85,3630
Schuylkill,Union,Township,72,4504,9531,175622,9020,152,0,228,54,293,633,658,17850,4939,9833,7540,6279,0,1673,0,3507,0,0,2989,15,0,0,14580,0,712,66,1,47,0,302,41,0,0,0,528,305,3943
Schuylkill,Upper Mahantango,Township,140,10974,4981,298660,8438,332,0,505,0,466,1032,1567,33215,5636,12968,23795,13615,0,2082,0,21200,0,0,7098,3830,0,2780,40445,0,1577,62,98,0,0,0,0,0,0,0,3140,377,10670
Schuylkill,Wayne,Township,163,9877,8742,374900,19155,416,6,644,0,621,625,1472,44565,6968,14233,27176,19015,0,1807,0,20816,0,0,4850,4472,0,3265,51915,0,2221,0,0,0,0,308,54,0,0,0,1948,227,8728
Schuylkill,West Brunswick,Township,100,7368,4170,372798,17427,241,2,397,0,330,287,764,23040,4498,5788,11157,8916,0,543,0,4634,0,0,1682,1551,0,0,32642,0,1939,140,22,0,0,9,0,0,0,0,0,0,11497
Schuylkill,West Penn,Township,164,6653,10899,661237,22262,326,0,437,25,255,538,859,33586,5541,12353,7212,9083,0,1536,20,11260,0,0,5586,378,0,1636,30457,0,1443,109,29,91,0,800,101,0,0,0,1571,1455,9027
Somerset,Addison,Township,93,8772,14004,186840,13237,333,0,510,6,721,1486,752,32389,4571,3127,9846,29616,0,3481,17,1853,0,0,4354,73,0,89,24669,100,1485,11,24,0,0,395,39,0,11357,0,170,1377,3390
Somerset,Allegheny,Township,90,5888,15227,103870,4812,259,0,343,14,312,992,543,20975,3329,4495,2163,12513,0,2281,0,1350,0,0,1683,0,0,0,16625,0,722,2,8,0,0,541,52,0,3433,0,150,727,3845
Somerset,Brothersvalley,Township,106,15286,12730,419650,14740,509,0,928,0,1373,2091,725,46672,3927,9343,120,51488,0,5040,8,2951,0,61,544,209,0,0,64080,0,3040,24,61,4,0,654,73,0,53140,0,45,2363,3933
Somerset,Conemaugh,Township,120,10141,15049,238800,9638,519,0,677,0,1107,1719,758,40945,8512,5566,1998,24244,0,4224,0,1916,0,23,1732,0,0,0,39850,0,1787,54,5,0,0,1190,124,0,11209,0,140,1670,3593
Somerset,Elklick,Township,59,7682,9390,180250,15870,247,0,730,0,1075,1383,705,31715,3178,3752,279,18991,0,3182,0,1999,10,0,786,21700,0,793,45565,0,1366,0,0,0,0,144,23,0,62330,0,75,1732,2681
Somerset,Greenville,Township,45,4435,7703,117700,8605,178,0,277,0,467,982,360,17835,1652,4245,679,9455,0,2464,0,1280,0,0,1768,0,0,0,17640,0,671,2,6,25,0,208,18,0,570,0,60,1510,1841
Somerset,Jefferson,Township,58,6343,7055,137100,3770,256,0,443,0,705,1013,409,21125,2529,2473,638,14653,0,2168,438,1480,0,0,914,340,0,0,35700,0,1196,0,0,0,0,322,23,0,25866,0,0,632,2382
Somerset,Jenner,Township,167,15923,16731,322600,14050,1271,0,1129,0,1510,2805,1155,63308,12722,6798,1095,45144,0,6486,0,3151,0,0,2602,0,0,0,76450,0,2216,29,4,0,0,1386,251,0,28625,0,400,2499,7781
Somerset,Lower Turkeyfoot,Township,48,4393,5936,79600,3280,151,0,263,4,292,797,307,3998,1950,1301,4255,19963,0,1621,0,754,0,0,2401,0,0,0,11407,60,494,0,0,0,0,548,9,0,3380,0,130,695,1541
Somerset,Milford,Township,101,11976,14498,234350,11590,370,0,868,2,1109,1890,679,38047,6337,6145,802,29122,0,4285,0,1975,0,0,2565,5,0,0,61814,41,1749,7,20,0,0,544,84,0,18995,0,221,2218,3703
Somerset,Paint,Township,58,4815,6571,92300,4375,252,0,360,0,413,850,389,19479,2992,2389,1180,9542,0,2049,0,960,0,0,682,0,0,0,22500,0,696,0,0,0,0,710,74,0,8035,0,0,722,2807
Somerset,Quemahoning,Township,93,9484,8096,223900,9275,419,0,624,0,734,1352,585,39315,8861,5520,962,24441,0,3597,0,1300,0,0,511,0,0,0,43300,0,1546,13,12,0,0,906,107,0,7090,0,205,1275,5013
Somerset,Shade,Township,103,8085,13795,138600,7759,430,0,558,14,696,1632,633,34156,4232,5763,345,29312,0,3755,0,1430,0,0,2311,0,0,0,23250,0,1297,2,18,0,0,824,79,0,19437,0,810,963,4424
Somerset,Somerset,Borough,12,204,461,10250,305,27,0,26,0,2,46,29,1952,28,15,6,268,0,60,0,100,0,0,61,0,10,0,1900,0,85,0,0,0,0,0,0,0,0,0,0,0,355
Somerset,Somerset,Township,68,5546,10277,119700,5412,237,0,336,2,319,1135,668,20575,2746,6625,2832,7399,0,2236,4,1002,0,0,1693,0,0,0,10680,40,752,8,4,21,0,154,29,0,8453,0,115,1274,2370
Somerset,Southampton,Township,219,23078,20583,568340,19235,1039,0,1744,0,2028,3799,1380,74423,11827,11363,775,67143,0,9164,0,3631,0,0,2743,0,0,0,126600,0,4423,28,60,0,0,2106,233,0,22056,0,865,3054,8117
Somerset,Stony Creek,Township,115,10288,15760,186500,11660,506,0,842,2,1055,1941,710,46133,2666,8105,25,36771,0,4733,0,2431,0,0,1378,0,0,0,52900,0,2398,39,162,0,0,1020,115,0,39012,0,821,1437,4241
Somerset,Summit,Township,52,7862,9482,238800,18000,246,0,592,2,961,1535,390,28159,4065,4209,747,25419,0,3440,0,6805,0,0,679,0,0,0,49400,0,1584,21,67,0,0,535,57,0,50150,0,116,1603,3096
Somerset,Upper Turkeyfoot,Township,63,5616,7488,95470,6075,195,0,420,0,414,1027,433,18786,5919,2545,2419,15628,0,2304,0,1012,0,0,2074,0,0,0,26039,0,1274,0,2,0,0,590,0,0,7905,0,173,961,1122
Sullivan,Cherry,Township,212,5584,10948,130300,8318,191,3,591,274,704,1430,1129,35237,3979,5978,7649,13116,0,3812,83,12665,0,0,7225,92,0,0,36980,0,1583,15,47,0,0,0,3,0,7717,0,2492,1524,4557
Sullivan,Culley,Township,27,727,2107,15000,740,11,0,58,40,69,232,128,3760,360,355,761,1111,0,602,48,2283,0,0,1032,5,0,0,3595,0,211,0,6,0,0,0,0,0,2525,0,405,343,676
Sullivan,Davidson,Township,68,2634,8050,47575,3188,83,0,176,98,246,467,382,14217,2007,1983,3135,4251,0,1345,40,2769,0,0,3621,129,0,0,12065,71,650,5,32,0,0,115,6,20,10325,0,1122,831,2409
Sullivan,Elkland,Township,65,2400,6459,26250,2745,61,0,215,102,315,793,585,12836,1031,375,1754,2091,0,2434,127,2572,0,0,2173,158,0,0,12433,200,869,3,31,8,0,40,2,1,16885,0,1345,960,2259
Sullivan,Forks,Township,50,2028,4234,29685,2807,49,0,132,78,244,729,226,10462,1758,233,3149,3220,0,1926,32,3665,0,0,1785,154,0,0,9649,0,621,7,10,0,0,0,0,0,6998,0,2090,789,1934
Sullivan,Fox,Township,36,972,2937,12400,973,30,1,92,37,143,491,126,6494,574,169,562,1231,0,1268,7,767,0,0,702,77,0,0,5606,0,399,0,2,0,0,0,0,0,7300,0,1480,578,1040
Sullivan,Plunkets Creek,Township,22,817,2849,2945,1655,37,0,69,43,96,250,233,5544,1415,294,3454,1815,0,629,9,1600,0,0,767,114,0,0,4357,214,4,2,0,13,0,0,0,0,1040,0,55,256,1419
Sullivan,Shrewsbury,Township,24,1882,8560,31000,2019,45,0,81,40,123,321,144,6421,1195,973,1152,2130,0,860,5,998,0,0,1497,103,0,0,5565,0,382,8,1,0,0,70,1,0,2210,0,380,473,967
Susquehanna,Apolacon,Township,136,4968,4738,137100,4235,97,0,402,150,455,994,217,21551,2713,462,5462,7166,0,1751,19,3849,0,0,1315,435,0,0,39490,700,1744,103,50,0,0,35,0,0,1550,0,10,1095,3086
Susquehanna,Auburn,Township,318,14551,13932,368425,12061,340,0,859,380,1303,2914,2073,65555,13841,6359,26234,26471,0,7483,196,10952,0,0,22750,164,0,0,76178,2300,3336,34,30,0,0,80,0,0,1870,0,347,3382,10209
Susquehanna,Bridgewater,Township,192,11163,7250,396500,19275,375,4,1016,226,949,2457,410,67906,4585,1120,16150,25903,0,7249,191,12318,0,0,11738,651,0,0,80545,19465,3721,25,46,0,0,670,26,0,7622,0,3135,1994,9330
Susquehanna,Brooklyn + Harford,Township + Township,292,17517,12720,488625,27986,520,3,1344,464,1503,5130,473,96578,6761,1852,21837,25161,0,14678,388,15358,0,186,4849,2797,0,0,121340,15915,5181,12,35,0,0,473,23,0,47265,0,5566,6315,12642
Susquehanna,Choconut,Township,108,5111,4515,141700,3275,90,0,380,142,429,843,245,19704,2412,351,5891,7477,0,2347,139,4444,0,42,1296,165,0,0,26200,1100,1633,0,32,0,0,65,0,0,1564,0,150,1209,3197
Susquehanna,Clifford,Township,195,11302,7257,336750,19165,331,0,883,316,1061,2260,389,66080,2323,686,13760,24437,0,6395,106,16418,0,103,3987,412,0,100,84905,12170,3236,3,17,0,0,20,1,0,9093,0,3841,2157,9412
Susquehanna,Dimock,Township,177,9381,7053,204250,9681,287,0,627,249,1022,1858,635,45845,4139,1391,10702,22323,0,4941,85,7079,0,65,3828,198,0,0,572109,2880,2745,10,59,0,0,0,0,0,4990,0,0,2153,6254
