County,Municipality,Municipality Type,Farm Count,Improved Land Acres,Unimproved Land Acres,Farm Cash Value,Implements and Machinery Value,Horses Count,Asses and Mules Count,Milch Cows Count,Working Oxen Count,Other Cattle Count,Sheep Count,Swine Count,Live Stock Value,Wheat Bushels,Rye Bushels,Indian Corn Bushels,Oats Bushels,Tobacco Pounds,Wool Pounds,Peas Beans Bushels,Irish Potatoes Bushels,Sweet Potatoes Bushels,Barley Bushels,Buckwheat Bushels,Orchard Products Value,Wine Gallons,Garden Produce Value,Butter Pounds,Cheese Pounds,Hay Tons,Clover Seed Bushels,Other Seeds Bushels,Hops Pounds,Hemp Tons,Flax Pounds,Flaxseed Pounds,Silk Cocoons Pounds,Maple Sugar Pounds,Molasses Gallons,Beeswax Honey Pounds,Homemade Manufactures Value,Animals Slaughtered Value
Susquehanna,Forest Lake,Township,147,6896,5721,167600,8800,146,0,456,179,630,1727,472,31129,3807,574,6743,9773,0,4260,54,6235,0,35,2193,170,0,0,33420,2150,2053,7,104,0,0,420,0,0,3430,0,125,1358,4258
Susquehanna,Gibson,Township,191,9812,7577,303195,18543,346,0,821,288,957,2457,282,59610,3575,589,12960,24997,0,6905,94,11469,0,132,4167,698,0,0,71710,10990,3419,11,70,0,0,240,8,0,17315,0,3475,3290,7474
Susquehanna,Great Bend,Township,247,12941,15710,361210,17535,321,0,731,350,810,1963,417,57656,1863,2340,10183,20308,0,4987,182,14360,0,0,8315,469,0,0,60930,11794,3795,21,11,0,0,419,14,0,12780,0,4010,2936,6987
Susquehanna,Harmony ,Township,72,3592,7415,120765,6341,113,1,226,120,210,654,132,18169,646,315,3416,5254,0,1317,13,3999,0,20,1929,67,0,70,18270,6000,1091,1,0,0,0,40,2,0,890,0,670,292,4181
Susquehanna,Herrick,Township,117,5442,5810,149650,8853,47,0,357,170,462,988,131,27500,514,438,4031,11703,0,2610,53,8528,0,0,4084,185,0,0,30970,9460,1945,7,8,0,0,274,10,0,16920,0,22402,2360,3260
Susquehanna,Jackson ,Township,150,6491,6243,174800,9455,209,0,580,189,469,1699,214,38139,1555,945,4989,10789,0,4396,21,9915,0,0,1310,178,0,0,48245,6025,2583,12,3,0,0,110,11,0,28575,0,2737,1845,4395
Susquehanna,Jessup,Township,140,6639,5863,179450,5124,210,0,480,167,730,1542,709,33398,3922,1116,10282,14668,0,4193,106,4992,0,0,4058,95,0,0,40185,2540,1319,2,7,0,0,0,50,0,5930,0,166,1639,4670
Susquehanna,Lathrop,Township,86,3033,5163,85050,2628,65,1,199,122,349,1073,210,15141,1199,598,4558,6070,0,2183,24,3506,0,0,1515,0,0,0,17950,0,785,0,2,0,0,0,0,0,5520,0,0,1011,2168
Susquehanna,Lenox,Township,213,7207,10587,212150,6512,236,4,487,297,663,1542,501,38405,4491,7209,12210,13242,0,3617,754,8246,2,40,3569,0,0,0,40685,1800,2141,0,22,0,0,110,0,0,11120,0,212,2760,5177
Susquehanna,Liberty,Township,158,11397,10299,352250,12716,340,0,1008,348,1071,2883,478,68872,4272,1847,13574,19691,0,8482,119,10768,0,8,5045,720,0,0,76890,1280,3603,6,22,0,0,464,0,0,4800,0,1440,2578,8457
Susquehanna,Middletown,Township,191,8568,6274,158950,5300,177,0,538,256,647,1668,555,33553,3823,1901,8927,17305,0,4396,62,5909,0,0,3857,575,0,0,50360,0,2485,14,48,0,0,0,0,0,1960,0,102,1581,5113
Susquehanna,New Milford,Township,228,11633,11254,296050,14402,288,11,759,292,758,2341,521,54713,3409,2503,11312,16746,0,5457,124,12976,0,0,3497,155,0,0,66470,3130,3440,16,31,7,0,100,0,0,4320,0,65,2045,7783
Susquehanna,Rush,Township,210,7681,9198,182800,5316,161,0,466,238,591,1499,762,32618,5251,1786,9976,18480,0,3422,92,6926,0,0,4250,134,0,0,39490,230,7987,6,14,0,327,25,0,0,7870,0,14,2624,5215
Susquehanna,Silver Lake + Franklin,Township + Township,321,16393,12624,391090,10880,337,2,1024,354,1321,2983,930,62784,4487,3021,12575,28361,0,4360,89,12937,0,0,8036,802,0,0,66290,1950,3628,18,35,0,0,160,0,0,7135,0,30,2466,6327
Susquehanna,Springville,Township,189,7802,7662,230780,7835,228,0,601,255,1055,2086,656,45100,3916,2850,13007,17604,0,5730,212,6281,0,0,3776,115,0,0,49245,32425,2351,8,18,0,0,0,0,0,4237,0,195,2903,7544
Susquehanna,Thompson,Township,83,2655,5212,86800,6085,89,0,249,104,254,531,95,18045,508,284,2308,6323,0,1501,6,5933,0,2,515,60,0,0,21705,520,1113,0,5,0,0,0,0,0,23440,0,1380,648,2528
Tioga,Bloss,Township,11,460,1097,18600,705,13,4,28,14,21,10,24,3325,1825,359,106,1391,0,35,6,1051,0,0,211,12,0,0,2520,0,108,1,1,0,0,0,0,0,470,0,2,0,632
Tioga,Brookfield,Township,155,8540,8251,220300,11016,357,9,907,356,998,3536,261,32634,3959,425,3200,9418,0,2612,1178,6024,0,1224,3248,62,0,0,80970,1460,1376,1,42,0,0,360,7,0,16142,0,548,13118,6811
Tioga,Charlestown,Township,201,8788,11330,326750,16280,314,0,683,238,750,2815,414,54831,11592,222,8697,31246,0,7305,1826,14121,0,894,1760,377,0,0,63130,26200,3119,3,297,27,0,0,202,0,14020,0,2884,1242,8297
Tioga,Chatham,Township,152,6671,7891,155316,8965,169,0,447,251,537,2190,428,37199,11005,218,8288,16504,0,5882,1183,7859,0,358,2735,37,0,0,41190,3960,1706,20,215,15,0,390,23,0,14569,0,3415,1618,6094
Tioga,Clymer,Township,65,4283,2965,107940,7132,187,1,289,42,282,1149,353,33410,5849,265,2642,8883,0,3292,1148,9082,0,1453,4539,73,0,50,24320,4760,1579,26,24,10,0,0,0,0,13020,0,128,458,4125
Tioga,Covington,Township,75,4514,9383,131400,6890,108,0,271,114,398,844,179,22823,5586,134,4442,8846,0,2359,501,6072,0,2,746,35,0,0,27770,1200,1685,2,25,8,0,20,0,0,2411,0,1010,291,3283
Tioga,Deerfield,Township,22,3534,4394,144100,4910,108,0,267,73,339,1531,320,25845,5351,273,5129,6973,0,3612,452,2941,0,187,943,0,0,0,25500,2100,1236,0,0,0,0,0,0,0,0,0,600,40,3586
Tioga,Delmar,Township,185,8288,10767,309080,13236,260,0,590,262,788,3405,65,3488,750,50,1280,2042,0,184,19,1845,0,0,262,5,0,0,56296,4720,2918,0,99,0,0,0,10,0,9852,0,1820,203,8680
Tioga,Elkland,Township,56,4700,5881,189600,5725,161,0,276,105,423,1353,232,27605,7883,100,9687,8782,0,3807,476,4779,0,390,2437,430,0,0,27150,1150,1565,0,26,0,0,0,0,0,80,0,2985,423,4836
Tioga,Farmington,Township,90,4726,4421,105550,5795,111,0,284,148,349,1299,274,24209,6527,283,3608,10953,0,3548,508,4539,0,49,1800,30,0,0,25068,180,1389,0,168,0,0,130,3,0,8890,0,1980,598,3323
Tioga,Gaines,Township,67,1586,5491,55250,2090,19,0,50,40,57,122,171,10038,1797,48,2028,3265,0,1186,144,2400,0,64,653,0,0,0,12600,0,538,0,0,2,0,0,0,0,4990,0,1120,291,1722
Tioga,Jackson,Township,138,6812,7990,204556,8989,218,0,478,181,674,1891,384,39381,1915,135,7548,21439,0,4991,1159,10737,0,801,4198,103,5,0,43555,1800,2543,0,72,14,0,40,3,0,3750,0,4822,711,6363
Tioga,Lawrence,Township + Borough,59,3368,4870,143500,5670,153,0,209,70,211,643,248,21492,4272,2112,9162,11868,0,1624,251,7137,0,401,2211,504,0,0,17640,300,1128,0,32,0,0,0,0,0,140,0,670,166,4026
Tioga,Liberty,Township,187,7933,12740,212480,14464,36,0,123,83,119,468,1330,50416,6562,1786,3585,35766,0,7292,895,13959,0,32,8886,0,0,0,52685,0,3327,28,56,0,0,1025,74,0,31375,0,1520,779,7821
Tioga,Mansfield,Borough,6,186,448,13500,320,10,0,16,4,19,36,11,2150,260,40,195,1010,0,145,0,445,0,0,82,0,0,0,1650,0,60,0,0,0,0,0,0,0,0,0,0,0,320
Tioga,Morris ,Township,25,654,2358,23100,1185,109,5,328,139,516,1306,81,5012,983,80,920,1885,0,252,32,1200,0,0,555,0,0,0,4550,0,160,0,0,0,0,0,0,0,2200,0,280,16,866
Tioga,Richmond,Township,99,4922,7342,191250,11420,153,0,314,154,393,1384,234,28688,6220,108,4915,12180,0,3775,615,9758,0,25,1884,406,0,0,31500,2900,1850,0,60,3,0,50,3,0,1390,0,950,672,5049
Tioga,Rutland,Township,112,6956,6717,216200,9655,181,0,435,200,551,1569,298,37470,8168,181,6528,19391,0,4588,942,8928,0,674,3687,393,0,0,50040,840,2273,0,44,5,0,30,2,0,14000,42,2342,828,5540
Tioga,Shippen,Township,9,905,2671,27100,1115,14,0,33,42,69,52,306,21041,6117,160,9465,5959,0,3674,1036,5852,0,917,525,50,0,0,3400,200,247,0,0,0,0,0,0,0,40,0,0,0,1343
Tioga,Tioga,Township,41,2004,3672,143060,6000,102,0,147,58,176,699,196,15704,4063,75,9569,10187,0,1518,137,6386,5,333,1283,190,0,0,11350,760,930,0,0,0,0,0,0,0,200,0,50,60,4093
Tioga,Union,Township,111,2998,6832,87450,4535,60,0,332,176,417,1113,656,54279,9792,333,9441,330321,0,8058,1320,11755,0,660,4199,5,0,0,31157,0,1353,5,7,0,0,0,0,17,27435,0,1070,378,3142
Tioga,Westfield,Township,176,7543,11291,234720,13557,277,0,563,280,881,3007,610,45958,10451,302,13079,17479,0,7227,1049,9984,0,510,2424,0,0,0,51900,0,2718,0,15,0,0,216,5,0,19835,0,3400,1126,7202
Union,Buffalo,Township,123,10747,3716,745890,21055,496,0,601,0,593,969,1193,51202,50785,3565,21946,30099,0,3326,0,5664,0,69,253,1708,0,0,39902,0,0,173,0,0,0,248,26,0,0,,463,300,
Union,Centre,Township,161,9791,6972,351300,18125,430,0,531,8,589,878,1587,42985,18952,11052,13621,21183,0,2131,3,8130,0,35,2651,255,0,25,44198,0,1911,228,55,0,0,265,50,0,1080,0,368,564,8975
Union,Chapman,Township,81,6982,4460,161814,6457,251,0,241,0,153,389,894,16580,9629,5935,7433,7300,0,,,,,,,,,,,,,,,,,,,,,,,,
Union,East Buffalo,Township,72,6291,737,426100,10231,269,0,354,0,302,435,632,31575,33230,1153,12287,12965,0,1163,0,4518,0,0,12,1766,0,0,27250,0,0,134,0,0,0,22,5,0,0,,28,153,
Union,Hartley,Township,133,11494,10045,500010,11845,409,0,518,22,594,1006,1170,36426,30323,8548,11236,19022,0,2496,0,5647,0,75,1189,1116,0,0,30872,0,0,198,21,33,0,264,50,0,45,,448,686,
Union,Kelly,Township,85,7936,2052,493230,11642,330,0,424,4,344,588,813,33251,34272,2945,14226,18885,60,1738,0,4325,0,65,62,659,0,0,25218,0,0,200,0,0,0,272,15,0,0,,0,181,
Union,Lewisburg,Borough,9,201,10,20000,275,8,0,15,0,0,0,28,846,1064,90,1215,1090,0,0,0,578,0,0,0,80,0,0,1498,0,85,0,0,0,0,0,0,0,0,0,0,0,497
Union,Limestone,Township,71,6055,2626,313000,8530,218,0,263,0,273,493,605,21817,19173,3808,8915,13562,0,1282,0,3232,0,80,283,581,0,0,18813,0,0,78,39,8,0,45,8,0,50,0,19,110,4992
Union,Middlecreek,Township,58,3656,2422,142510,7790,177,0,193,0,207,322,539,15288,7664,2711,5532,6747,0,993,1,3129,0,0,529,267,0,0,13400,0,703,120,16,2,0,298,57,0,350,0,145,125,3576
Union,Mifflinburg,Borough,22,574,86,33850,1275,31,0,43,0,5,0,106,3474,2397,355,1745,821,0,0,0,847,0,0,0,221,0,0,2359,0,144,0,0,0,0,0,0,0,0,0,40,0,1090
Union,New Berlin,Borough,28,836,539,4876,1785,41,0,50,0,13,9,117,4575,3201,303,2560,853,0,20,0,1423,0,0,129,59,0,0,4333,0,219,4,2,2,0,0,0,0,0,0,0,0,10
Union,Penns,Township,158,11213,4054,675225,26821,528,0,544,2,565,950,1982,60440,39144,6889,22249,26804,0,2457,2,12344,17,0,2584,848,0,0,45797,0,2397,344,40,4,0,666,69,0,50,0,603,1330,11152
Union,Perry,Township,105,8457,6576,162780,7315,324,0,346,26,239,586,847,20349,5550,2955,3475,7646,0,,,,,,,,,,,,,,,,,,,,,,,,
Union,Union,Township,117,9067,5298,327950,9978,351,0,404,0,279,707,854,28475,15094,5808,12032,13202,0,1747,10,6448,0,0,867,427,0,0,24485,0,0,18,6,0,0,172,25,0,0,,464,160,
Union,West Beaver,Township,135,9236,6421,194035,7028,299,0,401,4,369,415,941,21719,8469,3383,6470,6860,0,,,,,,,,,,,,,,,,,,,,,,,,
Union,West Buffalo,Township,76,6294,2652,295748,7347,253,2,300,2,296,503,708,22308,17697,5004,7536,11141,0,1348,0,2858,0,0,167,573,0,0,21072,0,0,72,11,3,0,223,36,0,0,0,84,191,5119
Union,White Deer,Township,100,7542,3681,349450,9719,282,0,363,0,243,738,747,26139,22209,3933,12879,8999,0,1937,0,5833,0,0,627,367,0,0,22791,0,0,57,0,0,0,136,15,0,0,0,65,170,5652
Venango,Allegheny ,Township,205,8119,11521,183630,17246,292,4,476,139,783,3941,772,33891,5928,1246,6869,23996,0,7836,30,6491,0,0,6119,2,0,0,28320,0,1729,23,9,0,0,30,3,0,390,0,2547,985,7498
Venango,Canal,Township,137,4875,6824,95685,10482,212,2,351,142,405,2353,729,24117,4412,4726,9541,13688,0,4099,0,1969,0,0,9619,10,0,0,19725,0,912,3,6,0,0,130,3,0,2410,0,1655,922,3630
Venango,Cherrytree ,Township,143,6527,12445,124046,13255,229,0,426,158,694,2953,826,28446,4437,1848,4831,24990,0,5651,0,3083,0,0,7920,41,0,0,27280,0,1231,32,15,0,0,291,20,0,850,0,943,2001,3767
Venango,Cornplanter ,Township,71,4775,9526,64475,5934,138,0,209,92,329,1394,416,12506,2741,1629,5173,8532,0,2749,0,2184,0,0,4019,195,0,0,13100,0,419,0,3,0,0,20,1,0,110,0,1084,407,2336
Venango,Cranberry ,Township,177,6368,15064,140475,13489,253,0,439,155,484,2187,1068,28899,6081,3131,5672,15379,0,4201,0,4653,0,0,6821,0,0,0,18940,0,866,22,46,0,0,40,4,0,3,0,3196,820,5770
Venango,French Creek ,Township,133,5957,11535,115320,9014,232,0,326,118,462,2836,878,18858,5507,2983,7114,10899,0,5407,0,2032,0,0,8142,65,0,0,14320,0,834,10,5,0,0,1,0,0,350,0,1521,671,4848
Venango,Irvin,Township,215,8964,12877,204230,17322,371,0,595,187,668,4648,1162,41827,9061,2754,7239,21343,0,9365,0,2343,0,0,8704,40,0,0,26390,0,1458,77,16,0,0,110,33,1,665,0,1884,1263,7445
Venango,Jackson ,Township,104,4726,6412,97600,4919,211,0,293,104,374,1581,708,20267,4003,3922,9060,9451,300,2676,0,1569,0,0,4628,25,0,0,23725,0,639,67,12,12,0,15,0,0,2084,0,639,448,2960
Venango,Mineral,Township,41,1866,2368,42491,3708,70,2,125,34,187,677,267,7821,1492,838,1970,5445,0,1283,0,903,0,0,1925,0,0,0,6900,0,308,3,2,6,0,50,5,0,2801,73,190,384,945
Venango,Oakland ,Township,137,5742,8070,109400,11543,176,0,369,187,673,2317,1041,23033,9656,4814,8071,18153,0,3978,0,2797,0,0,5918,0,0,400,22356,0,683,57,1,0,0,0,125,7,2490,0,1221,907,4465
Venango,Pine Grove ,Township,107,3254,10388,52800,9447,140,0,251,114,298,1335,524,16914,2563,1591,2479,8059,0,2646,0,2952,0,0,3517,0,0,0,11592,0,451,1,4,0,0,0,0,0,0,0,814,558,3587
Wayne,Scott,Township,43,1898,3395,61000,3615,67,0,141,70,159,374,95,13369,232,454,1085,3905,0,1028,0,3144,0,0,1353,120,0,90,12590,0,904,0,0,0,0,0,0,0,2765,0,955,409,1600
Venango,Plumb ,Township,111,5236,5771,99261,9949,204,2,352,133,514,2055,761,23626,5844,2778,6437,18520,0,3523,0,2033,0,0,4622,0,0,0,15700,8,897,3,2,6,0,72,8,0,3646,0,1181,1416,3301
Venango,Richland,Township,123,4891,5780,130740,12820,257,0,395,55,428,1507,850,24665,8946,3787,9264,13809,0,3068,0,1513,0,0,2394,12,0,0,18675,0,1004,216,20,0,0,0,10,2,0,0,1159,767,584
Venango,Rockland,Township,164,7453,9822,137985,11347,264,2,419,141,368,2342,944,25574,5833,2826,3742,16354,0,4462,0,3242,0,0,6936,0,0,0,16812,0,1062,13,3,0,0,0,201,1,0,0,2995,720,6116
Venango,Sandy Creek ,Township,133,5159,12361,118500,10558,190,0,350,124,334,2896,642,23112,3620,1510,5079,11065,0,5549,0,2729,0,0,5463,0,0,0,11050,0,810,0,0,0,0,0,0,0,0,0,1547,456,4295
Venango,Scrubrgrass,Township,141,8479,10138,231750,12553,340,0,497,139,624,4461,1138,37234,10886,5284,5436,21213,0,9277,0,2147,0,70,5663,79,0,0,21325,4000,1325,93,24,0,0,130,71,4,786,0,1902,1028,7124
Venango,Sugarcreek,Township,93,3912,8964,97100,4936,150,0,300,101,431,1469,745,17720,4879,3203,8076,8755,0,3454,0,2644,0,0,5780,193,0,0,627,0,0,0,0,10,0,150,5,0,900,0,150,90,3407
Venango,Tionesta ,Township,132,3624,28096,124100,9439,146,0,272,162,297,1364,412,12610,2445,1163,4964,10937,0,2153,0,4222,0,0,4109,0,0,0,13640,0,716,0,1,0,0,0,0,0,0,0,3011,597,3078
Warren,Brokenstraw ,Township,58,2175,4951,97900,5582,112,0,185,84,198,1473,215,16794,1770,706,5980,7295,0,3679,66,4290,0,0,2223,621,0,0,15310,0,1124,5,2,0,0,0,0,0,900,0,1280,449,2671
Warren,Cherry Grove,Township,6,190,494,3700,240,3,0,9,10,21,84,8,890,49,9,255,675,0,204,54,394,0,0,91,0,0,0,895,0,69,0,2,0,0,0,0,0,680,0,0,65,81
Warren,Columbus ,Township,132,6507,9424,185680,9800,187,0,654,202,954,2091,222,39241,1126,0,8133,14716,0,5442,187,10384,0,15,700,864,0,0,54245,11790,2975,2,30,0,0,265,8,0,19570,0,612,1465,4503
Warren,Conewango ,Township,98,4385,7402,147850,8096,159,0,288,102,394,2059,297,23639,3523,831,8099,12379,0,4718,57,9233,0,40,1690,958,0,0,16750,350,1808,7,13,0,0,16,1,0,350,0,1465,720,3418
Warren,Corydon ,Township,20,710,969,23300,1165,25,0,47,26,53,270,71,4206,135,235,1605,2480,0,633,21,2251,0,0,1354,70,0,0,3300,0,301,0,0,0,0,0,0,0,740,0,290,235,775
Warren,Deerfield ,Township,71,2731,8610,100700,6760,115,0,188,110,227,1046,299,17445,2331,760,4385,11139,0,2380,179,3409,0,0,2855,253,0,0,11495,0,777,1,3,0,0,0,0,0,970,0,586,591,3172
Warren,Eldred ,Township,19,466,1911,14900,752,17,0,49,32,59,157,45,3576,382,35,660,1485,0,435,16,866,0,0,259,0,0,0,3450,0,207,0,3,2,0,0,0,0,3010,0,40,163,468
Warren,Elk ,Township,36,1515,3922,45100,3010,49,0,91,42,125,536,126,8025,946,76,1915,4975,0,1257,46,4155,0,0,1315,46,0,0,6290,0,562,23,3,0,0,0,0,0,1800,0,833,493,1313
Warren,Freehold ,Township,116,4434,6673,138950,7242,141,0,425,159,569,1747,193,27717,3175,49,7704,11544,0,4560,415,8592,0,139,604,726,0,0,37245,1370,2076,6,23,0,0,154,4,0,11890,0,1440,1001,4153
Warren,Glade ,Township,32,1425,2896,84675,3505,54,0,92,46,152,267,147,7994,1409,715,3327,4164,0,599,11,3590,0,380,1134,164,0,0,6230,530,539,1,1,0,0,0,0,0,110,0,290,55,1510
Warren,Kinzua ,Township,17,60,1869,23600,1285,22,0,43,24,50,151,80,3804,343,100,2180,2620,0,328,5,1667,0,0,1084,137,0,0,3000,0,224,0,0,0,0,0,0,0,200,0,1080,178,699
Warren,Limestone ,Township,18,639,2329,21900,1340,33,0,44,22,44,191,65,4288,230,250,1555,2380,0,390,1,852,0,0,1424,0,0,0,2600,0,210,0,0,0,0,0,0,0,0,0,515,216,757
Warren,Mead ,Township,8,191,701,15100,910,5,0,24,22,20,86,27,1886,18,32,280,590,0,273,0,1015,0,0,25,43,0,0,1650,0,151,0,0,0,0,0,0,0,100,0,70,60,388
Warren,Pinegrove ,Township,172,8012,11453,222208,12031,271,0,774,262,1008,4651,399,48629,5759,790,13502,30587,0,11612,520,16237,0,182,3206,477,0,0,62675,10000,3503,10,46,0,0,0,0,0,17100,0,2595,1385,7262
Warren,Pittsfield ,Township,53,2362,6404,83250,1710,80,0,179,104,231,1369,150,15081,840,265,3775,9451,0,3444,113,5835,0,0,1840,321,0,0,11825,0,1129,0,5,0,0,0,0,0,1930,0,305,716,2054
Warren,Pleasant ,Township,20,970,4812,37800,1800,33,0,63,30,145,342,82,5809,925,577,2935,2426,0,932,187,738,0,0,444,64,0,0,4300,0,359,0,1,8,0,0,0,0,0,0,50,13,871
Warren,South West ,Township,22,793,2006,23400,1890,36,0,52,38,70,371,57,5397,552,142,750,2879,0,802,30,1067,0,0,407,63,0,0,2985,0,317,0,0,0,0,100,10,0,250,0,60,199,914
Warren,Spring Creek ,Township,45,1830,4794,55100,3024,44,0,139,80,213,601,128,10561,269,0,2677,6024,0,1798,58,4985,0,25,1188,242,0,0,12200,0,790,0,1,0,0,25,2,0,1588,0,38,735,1663
Warren,Sugar Grove ,Township,201,7641,8902,240833,15679,307,0,813,230,1285,4363,535,51386,9445,32,12819,30752,0,10585,291,13872,0,1112,863,773,0,50,75840,5260,3516,15,113,0,22,443,10,0,22517,0,1368,1969,7882
Warren,Warren,Borough ,10,332,1074,13300,892,20,0,24,16,12,50,19,2278,185,40,500,821,0,87,20,1630,0,0,226,104,0,0,2150,0,144,0,0,0,0,0,0,0,0,0,0,0,304
Washington,Amwell,Township,172,17755,9400,533376,20730,595,2,629,38,651,11039,2272,74964,23102,1772,69693,41661,0,25804,24,3031,145,297,701,408,0,20,52767,1262,1687,2,282,64,0,177,6,0,952,0,1118,2153,9321
Washington,Buffalo,Township,132,13003,6744,373711,12105,423,2,399,24,323,16392,1908,62246,15215,441,36300,24573,0,43729,0,2420,0,355,260,369,0,0,33525,325,1866,0,95,73,0,328,12,0,0,0,1364,375,8510
Washington,Canton,Township,104,12419,4886,635469,11862,402,0,383,17,360,18561,1617,66342,13962,389,33160,32437,0,36184,48,1311,0,377,120,858,0,232,21962,530,1550,30,55,34,2,0,0,0,0,0,1055,830,5531
Washington,Carroll,Township,89,7763,3560,456321,6475,350,2,339,10,714,2355,860,40066,15854,280,13075,17895,0,6278,8,1354,20,75,219,60,0,0,20035,70,783,0,62,8,0,50,0,0,1505,0,1060,117,4895
Washington,Cecil,Township,115,10614,4956,405115,13345,349,0,413,17,362,16165,1230,42720,17068,398,13400,20252,0,41755,0,1805,0,1865,206,10,0,0,24205,300,1482,5,21,4,0,0,0,0,0,0,715,110,4707
Washington,Chartiers,Township,116,11607,2843,532336,11899,413,0,451,8,395,13720,1913,54114,21081,463,26217,36255,0,34452,41,2936,38,2227,117,46820,0,12800,39571,594,1595,22,65,181,0,130,2,0,402,0,2114,967,6222
Washington,Cross Creek,Township,183,19968,10599,798665,15868,718,0,638,28,551,31719,2496,100019,27724,30,38117,52092,0,83404,0,2660,10,1454,392,24,0,0,50100,1840,3481,12,244,33,0,0,0,0,0,0,2750,532,8753
Washington,Donegal,Township,154,16362,8622,564000,11962,510,0,497,38,376,20017,1964,69050,18817,1484,40155,41737,0,52905,0,2163,0,100,673,299,0,0,38930,1040,1483,9,105,77,0,232,13,0,0,0,1960,1343,8080
Washington,East Bethlehem,Township,115,10287,4140,496200,11868,407,0,420,18,567,6254,1441,38339,26290,750,37335,22716,0,19881,17,2592,335,25,243,2455,0,182,22474,1882,1685,182,138,38,0,400,14,1,1830,0,2130,1195,6008
Washington,East Finley,Township,149,12188,8376,333775,8707,400,0,437,22,326,9945,1413,44176,12927,2019,27085,25970,0,25544,0,1146,0,0,2556,91,0,0,37435,300,1055,0,62,14,0,510,27,0,0,0,1480,596,4999
Washington,East Pike Run,Township,94,6950,3542,389900,10335,361,0,364,23,384,2985,735,36986,22700,375,26895,20340,0,8272,40,3793,127,75,137,3405,0,2440,22000,1100,865,53,92,46,0,300,27,2,490,0,2282,1181,6629
Washington,Fallowfield,Township,113,10137,4346,493162,8231,420,0,455,10,893,4005,945,41554,18022,459,17420,28338,0,13692,0,1897,128,120,239,60,0,0,30030,86,910,1,74,0,0,292,0,0,2460,0,909,519,5537
Washington,Hanover,Township,234,18926,11038,967275,20098,636,0,617,26,1001,22445,1808,87035,37218,1097,30882,36999,0,57545,0,1539,0,1661,670,0,0,0,52805,470,2303,14,205,0,0,0,2,0,130,0,1240,1801,7954
Washington,Hopewell,Township,175,19171,9520,770338,13190,594,3,587,22,560,25763,3721,83008,27702,132,68388,41618,0,68204,1,3371,0,667,555,162,0,0,45730,1770,2656,0,199,54,0,160,5,0,242,0,2955,567,10603
Washington,Morris,Township,189,18386,9162,624064,21474,634,0,683,37,815,17528,2563,82597,19987,3407,56197,35498,0,36664,3,2108,10,53,1710,1413,0,154,50788,2248,2025,0,395,66,0,180,5,0,1587,0,1347,1393,5530
Washington,Mount Pleasant,Township,138,14791,6933,765400,19533,465,0,461,6,429,26255,1774,71620,24497,255,24570,36179,0,91831,0,2003,0,1827,222,0,0,0,39524,50,2271,26,117,0,0,0,3,0,300,0,431,2106,6211
Washington,North Strabane,Township,136,14073,5650,657531,14807,429,0,321,13,493,16786,2521,66294,19750,930,21865,33835,0,32873,0,1873,2,1584,54,98,0,0,18505,0,1501,7,134,11,0,0,0,0,306,0,967,144,5513
Washington,Nottingham,Township,85,7829,3173,352434,7940,289,0,291,6,338,6319,851,30946,12683,515,9910,20307,0,14697,0,840,0,0,78,35,0,0,17135,310,867,3,33,14,0,40,0,0,285,0,370,141,3818
Wayne,Prompton,Borough,11,253,844,34100,785,11,0,19,10,11,0,8,2021,300,150,300,104,0,0,0,690,0,0,150,0,0,0,900,0,124,0,0,0,0,0,0,0,0,0,100,0,208
Washington,Peters,Township,117,9073,3621,414228,13907,317,10,391,6,298,9419,750,38049,16789,669,14655,27446,0,23671,0,1998,0,90,40,150,0,0,24085,100,1243,9,29,0,0,0,0,0,150,0,860,114,5940
Washington,Robinson,Township,93,9321,4940,451400,9260,330,0,1882,6,381,13715,1027,70515,10244,176,12285,24407,0,31340,0,1332,0,176,181,218,0,0,21480,0,1058,6,35,0,0,0,5,0,0,0,50,20,4674
Washington,Smith,Township,142,13629,5741,738800,15605,461,1,426,8,485,21914,1832,78950,26482,529,30465,23031,0,46067,0,822,0,761,156,0,0,0,29885,51,1621,5,20,0,0,0,0,0,0,0,850,1379,5655
Washington,Somerset,Township,147,15527,6174,690268,12980,562,1,601,16,830,11714,1829,60942,25763,1061,22277,46599,0,31114,2,2146,32,75,262,297,0,0,30705,360,1516,8,179,7,0,412,19,0,1037,0,1565,574,7324
Washington,South Strabane,Township,92,8065,4573,461453,10587,348,0,339,0,620,10050,1749,46889,13727,521,23458,29505,30,21335,56,2112,10,2095,157,492,0,217,24440,477,1290,11,38,79,0,290,12,0,785,0,881,491,5320
Washington,Union,Township,68,6144,2573,345344,5755,259,0,256,26,347,4516,643,29790,16478,458,13011,22838,0,11405,0,1110,3,0,20,81,0,0,15805,320,784,0,25,6,0,40,0,0,90,0,519,60,3810
Washington,West Bethlehem,Township,191,19451,10497,774410,18339,660,1,686,18,726,14525,2682,68860,39764,5011,64975,48451,0,45434,18,2888,320,5,475,1726,0,1079,41937,1795,2105,14,213,99,0,1125,125,0,13186,0,3297,3181,8582
Washington,West Finley,Township,136,12814,10270,322778,8603,411,0,455,16,305,11671,1570,48004,14131,2948,25545,30414,0,29901,0,934,0,0,1649,10,0,0,36690,1820,884,0,90,16,50,430,50,0,0,0,1641,921,8508
